;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Desagregación 2;Nacional;Nacional Urbano-Rural;Área;Nacional Urbano;Nacional Rural;Provincial;Azuay;Bolívar;Cañar;Carchi;Cotopaxi;Chimborazo;El Oro;Esmeraldas;Guayas;Imbabura;Loja;Los Ríos;Manabí;Morona Santiago;Napo;Pastaza;Pichincha;Tungurahua;Zamora Chinchipe;Galápagos;Sucumbíos;Orellana;Santo Domingo de los Tsáchilas;Santa Elena;Amazonía;Dominios;Quito;Guayaquil;Cuenca;Machala;Ambato;Resto sierra urbano;Resto costa urbano;Amazonía urbano;Sexo;Hombre;Mujer;Edad;Entre 15 y 24 años;Entre 25 y 34 años;Entre 35 y 44 años;Entre 45 y 64 años;65 años y más ;Etnia;Indígena;Afro ecuatoriano;Mestizo/a;Blanco;Montubio;Otro Cuál?;
sep-15;Población menor de 15 años;;4.993.807;;3.213.425;1.780.382;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;463.825;744.281;94.906;71.298;48.086;623.093;1.068.447;99.489;;2.554.395;2.439.412;;0;0;0;0;0;;272.596;166.402;2.673.983;57.920;171.540;1.486;
sep-15;Población en Edad de Trabajar (PET);;11.318.398;;7.860.395;3.458.003;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;1.371.774;1.766.837;282.529;187.773;136.114;1.566.509;2.345.373;203.487;;5.481.260;5.837.138;;2.951.675;2.463.292;2.094.838;2.692.043;1.116.550;;725.301;530.266;9.214.782;249.506;593.251;5.292;
sep-15;Población Económicamente Activa;;7.599.717;;5.135.610;2.464.107;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;879.205;1.182.215;189.786;120.022;91.964;1.028.840;1.502.775;140.802;;4.436.007;3.163.711;;1.334.405;1.973.336;1.752.394;2.078.516;461.065;;573.027;359.837;6.118.178;162.032;384.047;2.597;
sep-15;Empleo;;7.274.221;;4.854.005;2.420.216;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;833.380;1.123.940;184.764;115.132;87.552;971.235;1.407.340;130.661;;4.284.388;2.989.833;;1.203.991;1.867.279;1.709.253;2.038.335;455.363;;558.334;328.776;5.861.750;152.517;370.400;2.444;
sep-15;Empleo Adecuado/Pleno;;3.495.965;;2.793.417;702.548;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;623.988;662.640;127.849;65.871;55.016;526.359;651.373;80.320;;2.331.221;1.164.744;;411.451;1.077.287;964.053;962.148;81.026;;132.874;156.353;3.026.584;76.464;103.348;342;
sep-15;Subempleo;;1.121.988;;688.122;433.866;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;32.665;164.378;11.530;15.382;10.999;138.579;301.239;13.350;;668.351;453.637;;214.110;295.373;273.146;302.731;36.628;;78.100;67.154;840.456;25.645;110.632;0;
sep-15;Subempleo por insuficiencia de tiempo de trabajo;;925.647;;573.228;352.419;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;25.997;139.364;8.786;12.902;8.227;112.020;255.421;10.512;;522.834;402.814;;178.962;234.598;228.756;251.373;31.959;;59.471;56.155;694.422;21.773;93.825;0;
sep-15;Subempleo por insuficiencia de ingresos;;196.340;;114.893;81.447;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;6.667;25.015;2.744;2.480;2.773;26.559;45.818;2.837;;145.517;50.823;;35.148;60.776;44.389;51.358;4.670;;18.629;10.999;146.034;3.871;16.807;0;
sep-15;Empleo no remunerado;;655.616;;244.097;411.519;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;29.025;45.499;12.174;6.719;5.984;65.366;68.257;11.073;;189.608;466.009;;264.841;107.625;100.195;127.000;55.956;;139.930;15.485;445.067;11.264;43.871;0;
sep-15;Otro Empleo no pleno;;1.961.901;;1.092.254;869.648;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;120.088;245.978;32.934;27.161;15.456;238.442;386.276;25.918;;1.070.997;890.904;;311.653;376.423;360.489;632.238;281.099;;206.804;89.784;1.512.090;38.839;112.283;2.101;
sep-15;Empleo no clasificado;;38.751;;36.115;2.635;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;27.615;5.444;277;0;96;2.489;195;0;;24.211;14.540;;1.936;10.571;11.370;14.219;654;;626;0;37.553;306;267;0;
sep-15;Desempleo;;325.496;;281.605;43.892;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;45.826;58.275;5.022;4.890;4.412;57.605;95.435;10.141;;151.619;173.878;;130.414;106.057;43.141;40.181;5.702;;14.693;31.061;256.428;9.515;13.647;153;
sep-15;Desempleo Abierto;;277.827;;246.804;31.023;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;41.186;54.849;4.591;4.391;3.955;50.834;78.953;8.045;;133.220;144.607;;115.553;92.013;37.528;30.255;2.479;;11.054;25.065;220.754;9.515;11.439;0;
sep-15;Desempleo Oculto;;47.669;;34.800;12.868;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;4.640;3.426;430;499;456;6.771;16.482;2.096;;18.398;29.271;;14.862;14.044;5.614;9.926;3.223;;3.638;5.996;35.674;0;2.208;153;
sep-15;Desempleo Cesante;;236.647;;206.120;30.527;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;39.567;45.736;3.561;3.675;3.345;35.297;67.601;7.339;;122.414;114.233;;73.316;81.962;37.767;38.436;5.167;;10.872;20.136;188.686;8.206;8.595;153;
sep-15;Desempleo Nuevo;;88.849;;75.485;13.364;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;6.259;12.539;1.461;1.216;1.067;22.308;27.834;2.801;;29.205;59.644;;57.099;24.096;5.374;1.746;535;;3.821;10.924;67.742;1.309;5.052;0;
sep-15;Población Económicamente Inactiva;;3.718.681;;2.724.785;993.896;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;492.568;584.622;92.743;67.750;44.150;537.669;842.597;62.685;;1.045.254;2.673.427;;1.617.270;489.956;342.443;613.526;655.485;;152.274;170.429;3.096.604;87.474;209.204;2.696;
dic-15;Población Total;;16.404.531;;11.154.183;5.250.348;;818.423;203.003;261.076;180.716;461.799;505.419;675.876;604.517;4.111.866;448.353;498.270;871.406;1.503.802;177.788;121.762;101.454;2.973.755;561.933;109.295;29.800;208.439;152.331;422.572;362.603;871.070;;1.845.205;2.519.741;379.526;260.035;184.897;2.118.963;3.517.022;307.869;;8.099.085;8.305.445;;2.966.703;2.452.766;2.113.322;2.740.027;1.126.458;;1.152.187;661.430;11.910.911;264.836;754.117;3.403;
dic-15;Población menor de 15 años;;5.005.254;;3.216.707;1.788.548;;236.012;66.630;75.347;47.612;151.542;163.172;193.237;223.331;1.236.246;130.764;132.687;279.874;462.763;74.334;46.576;39.718;827.759;154.266;39.463;8.779;80.611;60.470;134.633;125.635;341.171;;484.271;743.263;94.634;74.407;45.042;592.597;1.076.400;99.902;;2.564.567;2.440.688;;0;0;0;0;0;;343.122;159.520;2.637.390;47.321;159.782;472;
dic-15;Población en Edad de Trabajar (PET);;11.399.276;;7.937.476;3.461.800;;582.411;136.373;185.729;133.105;310.257;342.247;482.639;381.185;2.875.620;317.588;365.583;591.532;1.041.039;103.454;75.186;61.737;2.145.997;407.667;69.832;21.022;127.829;91.861;287.939;236.968;529.899;;1.360.934;1.776.478;284.893;185.628;139.856;1.526.366;2.440.622;207.967;;5.534.519;5.864.758;;2.966.703;2.452.766;2.113.322;2.740.027;1.126.458;;809.064;501.911;9.273.520;217.515;594.335;2.931;
dic-15;Población Económicamente Activa;;7.498.528;;5.129.995;2.368.533;;390.097;93.678;118.248;84.775;235.481;265.165;308.480;235.831;1.853.859;209.620;235.421;370.556;631.861;79.215;52.922;46.338;1.417.739;304.897;51.526;17.461;85.902;66.843;192.398;134.719;382.744;;869.166;1.188.224;186.840;120.135;94.238;1.002.383;1.514.180;142.684;;4.446.869;3.051.659;;1.269.245;1.935.492;1.745.986;2.102.142;445.663;;632.875;330.448;6.027.630;141.018;364.981;1.576;
dic-15;Empleo;;7.140.636;;4.840.314;2.300.322;;380.294;90.428;114.605;81.133;230.033;259.839;295.569;217.352;1.757.125;197.742;219.676;354.543;593.024;77.370;50.182;44.621;1.345.127;295.041;49.335;16.942;80.954;63.029;181.624;129.551;365.491;;826.357;1.131.741;180.689;116.910;88.831;939.628;1.412.894;131.473;;4.274.061;2.866.574;;1.119.861;1.834.311;1.688.112;2.058.398;439.954;;619.566;303.120;5.732.306;134.662;349.405;1.576;
dic-15;Empleo Adecuado/Pleno;;3.487.110;;2.772.286;714.823;;190.564;27.130;47.429;26.988;90.264;69.906;151.029;83.789;959.397;87.046;90.901;137.585;236.463;23.519;17.201;15.299;885.388;118.081;17.818;13.207;33.186;21.709;83.985;53.158;128.731;;578.177;676.375;120.717;68.657;55.087;509.327;679.138;75.249;;2.361.216;1.125.894;;418.252;1.053.621;936.584;992.236;86.417;;142.934;130.156;3.029.410;63.015;121.075;519;
dic-15;Subempleo;;1.050.646;;653.874;396.772;;31.135;14.147;15.629;12.623;26.531;24.464;37.821;33.432;288.355;25.443;39.059;73.517;143.793;14.662;7.886;6.355;113.590;47.516;7.789;1.595;15.218;7.601;33.021;27.028;59.511;;48.048;146.775;11.837;11.447;10.087;132.740;271.653;19.962;;621.028;429.618;;193.850;270.812;250.405;294.747;40.831;;75.571;54.449;807.485;24.696;88.043;403;
dic-15;Subempleo por insuficiencia de tiempo de trabajo;;848.626;;532.630;315.996;;24.496;11.102;12.619;10.098;18.383;19.133;30.223;26.717;234.524;20.480;29.280;63.640;119.763;11.603;6.959;5.422;94.831;33.443;5.819;1.515;11.349;6.125;27.989;21.350;47.276;;40.650;123.786;9.796;10.166;7.517;106.963;216.474;16.011;;469.358;379.269;;158.688;213.191;196.961;242.794;36.993;;57.620;41.302;654.641;19.943;74.717;403;
dic-15;Subempleo por insuficiencia de ingresos;;202.020;;121.243;80.776;;6.639;3.045;3.010;2.525;8.148;5.331;7.598;6.715;53.831;4.963;9.779;9.877;24.030;3.059;928;934;18.759;14.073;1.970;80;3.869;1.476;5.032;5.678;12.235;;7.399;22.989;2.041;1.281;2.570;25.777;55.178;3.951;;151.670;50.349;;35.163;57.621;53.444;51.954;3.838;;17.951;13.147;152.843;4.753;13.326;0;
dic-15;Empleo no remunerado;;574.061;;218.673;355.388;;37.002;16.433;13.844;6.589;41.294;68.393;16.382;14.653;59.932;17.061;26.709;26.837;30.357;16.985;9.782;11.224;67.241;38.029;7.625;1.550;9.189;14.948;14.952;6.271;69.753;;34.614;40.186;11.236;6.039;6.773;60.848;50.322;8.080;;178.616;395.445;;213.553;101.540;85.837;123.681;49.451;;170.745;15.368;357.996;5.699;24.002;252;
dic-15;Otro Empleo no pleno;;1.981.205;;1.152.517;828.688;;121.593;32.719;37.703;34.155;71.893;96.714;90.337;84.921;443.581;67.371;63.008;116.165;181.406;22.143;15.085;11.727;243.032;91.203;16.104;591;23.025;18.653;49.382;42.487;106.736;;132.591;267.181;36.899;30.767;16.786;234.503;405.489;27.971;;1.082.506;898.699;;293.763;399.038;400.870;627.391;260.142;;229.170;102.288;1.493.914;39.145;116.285;403;
dic-15;Empleo no clasificado;;47.614;;42.964;4.650;;0;0;0;779;50;362;0;557;5.861;822;0;440;1.005;62;228;16;35.876;213;0;0;335;117;285;606;759;;32.927;1.225;0;0;99;2.211;6.292;211;;30.695;16.919;;442;9.300;14.416;20.343;3.113;;1.146;858;43.501;2.108;0;0;
dic-15;Desempleo;;357.892;;289.681;68.212;;9.803;3.250;3.643;3.641;5.448;5.325;12.911;18.479;96.735;11.878;15.745;16.013;38.837;1.845;2.740;1.716;72.612;9.856;2.191;518;4.948;3.814;10.773;5.168;17.254;;42.809;56.483;6.151;3.225;5.407;62.755;101.287;11.211;;172.808;185.085;;149.384;101.181;57.874;43.744;5.709;;13.309;27.328;295.323;6.356;15.576;0;
dic-15;Desempleo Abierto;;274.939;;236.151;38.788;;7.666;1.644;2.205;3.096;4.343;3.546;8.957;14.512;75.931;8.931;12.124;9.633;24.647;861;1.983;1.225;66.051;7.659;1.297;504;2.914;2.637;8.366;4.209;10.917;;38.917;50.323;5.571;3.157;4.249;51.368;74.497;7.729;;140.369;134.570;;112.062;80.955;46.667;32.336;2.918;;9.261;22.821;229.324;4.869;8.664;0;
dic-15;Desempleo Oculto;;82.953;;53.530;29.424;;2.138;1.606;1.439;546;1.106;1.780;3.955;3.967;20.804;2.947;3.621;6.380;14.190;983;757;492;6.561;2.197;893;14;2.035;1.177;2.407;960;6.337;;3.892;6.160;580;68;1.158;11.387;26.789;3.481;;32.439;50.515;;37.322;20.226;11.207;11.408;2.791;;4.049;4.507;65.999;1.486;6.912;0;
dic-15;Desempleo Cesante;;254.234;;217.720;36.515;;6.889;1.403;1.659;2.253;4.067;3.109;6.770;10.825;76.089;8.191;7.469;10.366;24.969;879;1.778;1.082;60.473;6.935;1.138;467;3.298;2.368;7.644;4.113;10.544;;36.768;49.442;4.832;2.713;4.238;42.296;69.437;7.657;;138.072;116.163;;81.442;78.777;48.895;39.800;5.320;;8.641;18.206;213.837;4.885;8.666;0;
dic-15;Desempleo Nuevo;;103.658;;71.961;31.697;;2.914;1.847;1.985;1.389;1.381;2.216;6.142;7.654;20.646;3.687;8.276;5.647;13.868;966;962;634;12.140;2.921;1.052;51;1.650;1.446;3.129;1.056;6.710;;6.041;7.041;1.319;512;1.169;20.459;31.850;3.554;;34.736;68.922;;67.942;22.404;8.979;3.944;389;;4.669;9.123;81.486;1.471;6.910;0;
dic-15;Población Económicamente Inactiva;;3.900.748;;2.807.481;1.093.267;;192.314;42.694;67.480;48.330;74.776;77.082;174.159;145.354;1.021.760;107.968;130.162;220.976;409.178;24.239;22.265;15.399;728.257;102.770;18.306;3.561;41.927;25.019;95.541;102.249;147.154;;491.768;588.254;98.053;65.493;45.618;523.983;926.442;65.283;;1.087.649;2.813.099;;1.697.458;517.274;367.336;637.885;680.795;;176.189;171.463;3.245.891;76.497;229.354;1.354;
mar-16;Población Total;;16.467.779;;11.215.431;5.252.348;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;1.857.135;2.529.214;382.173;261.122;185.697;2.223.402;3.465.115;311.573;;8.081.544;8.386.234;;2.976.970;2.472.740;2.115.862;2.763.728;1.138.217;;1.165.409;709.457;12.033.999;320.198;575.099;6.354;
mar-16;Población menor de 15 años;;5.000.261;;3.252.169;1.748.091;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;490.378;730.047;95.620;74.235;46.048;652.955;1.068.958;93.930;;2.555.944;2.444.317;;0;0;0;0;0;;355.428;181.699;2.622.982;57.325;124.850;716;
mar-16;Población en Edad de Trabajar (PET);;11.467.518;;7.963.261;3.504.256;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;1.366.758;1.799.167;286.553;186.887;139.649;1.570.447;2.396.157;217.643;;5.525.601;5.941.917;;2.976.970;2.472.740;2.115.862;2.763.728;1.138.217;;809.981;527.758;9.411.018;262.873;450.249;5.639;
mar-16;Población Económicamente Activa;;7.861.661;;5.270.453;2.591.208;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;949.192;1.184.377;179.639;125.150;96.305;1.066.526;1.512.102;157.161;;4.498.739;3.362.922;;1.376.832;2.006.897;1.784.750;2.191.957;501.226;;683.649;363.385;6.349.314;173.428;286.603;5.284;
mar-16;Empleo;;7.412.671;;4.882.929;2.529.742;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;874.999;1.098.614;171.429;120.188;89.584;987.035;1.395.686;145.393;;4.299.203;3.113.467;;1.201.421;1.863.910;1.719.464;2.131.747;496.129;;674.961;335.357;5.966.165;160.531;270.587;5.069;
mar-16;Empleo Adecuado/Pleno;;3.142.554;;2.560.967;581.587;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;581.025;638.548;109.059;63.802;49.328;454.532;595.531;69.141;;2.082.621;1.059.933;;325.276;948.794;876.359;911.196;80.930;;121.874;142.755;2.718.317;72.563;83.420;3.626;
mar-16;Subempleo;;1.348.231;;902.334;445.897;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;98.867;218.111;15.985;15.515;16.089;207.101;307.682;22.984;;795.506;552.725;;257.171;359.285;318.840;363.590;49.344;;95.270;73.044;1.062.215;32.221;84.899;582;
mar-16;Subempleo por insuficiencia de tiempo de trabajo;;1.109.514;;753.245;356.269;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;85.070;188.200;13.816;13.360;12.681;164.672;256.012;19.435;;615.231;494.283;;215.196;286.433;259.103;302.613;46.169;;67.994;62.514;879.536;28.700;70.188;582;
mar-16;Subempleo por insuficiencia de ingresos;;238.717;;149.089;89.629;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;13.797;29.911;2.169;2.156;3.408;42.429;51.669;3.549;;180.275;58.442;;41.976;72.852;59.737;60.977;3.175;;27.276;10.530;182.679;3.521;14.711;0;
mar-16;Empleo no remunerado;;796.919;;271.830;525.089;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;38.025;41.343;11.677;6.701;7.895;74.974;76.099;15.115;;237.359;559.559;;325.134;133.534;104.655;170.308;63.288;;210.103;19.358;534.394;6.734;25.718;613;
mar-16;Otro Empleo no pleno;;2.100.225;;1.124.168;976.056;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;148.087;194.772;34.708;34.170;15.870;248.175;410.504;37.882;;1.166.943;933.282;;292.504;418.085;410.832;676.854;301.950;;246.840;97.491;1.632.403;46.693;76.551;249;
mar-16;Empleo no clasificado;;24.742;;23.630;1.113;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;8.994;5.841;0;0;401;2.253;5.869;271;;16.773;7.969;;1.336;4.212;8.777;9.799;617;;875;2.710;18.836;2.321;0;0;
mar-16;Desempleo;;448.990;;387.524;61.466;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;74.193;85.762;8.210;4.962;6.721;79.491;116.416;11.768;;199.536;249.455;;175.411;142.987;65.286;60.210;5.097;;8.688;28.028;383.149;12.896;16.015;214;
mar-16;Desempleo Abierto;;388.149;;338.543;49.606;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;67.277;77.012;7.428;4.576;6.466;63.467;103.087;9.230;;170.427;217.722;;154.527;128.442;55.617;45.763;3.800;;6.173;23.125;334.524;12.014;12.097;214;
mar-16;Desempleo Oculto;;60.842;;48.981;11.860;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;6.916;8.751;783;386;255;16.024;13.329;2.538;;29.109;31.733;;20.884;14.545;9.669;14.447;1.297;;2.515;4.903;48.624;882;3.918;0;
mar-16;Desempleo Cesante;;366.999;;316.356;50.643;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;61.000;74.270;6.844;4.122;5.665;65.431;90.149;8.875;;169.417;197.582;;117.139;124.931;61.456;58.469;5.004;;6.943;22.764;314.049;10.221;13.021;0;
mar-16;Desempleo Nuevo;;81.992;;71.168;10.824;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;13.193;11.492;1.366;839;1.056;14.061;26.268;2.893;;30.119;51.873;;58.271;18.057;3.830;1.741;93;;1.745;5.264;69.099;2.675;2.995;214;
mar-16;Población Económicamente Inactiva;;3.605.856;;2.692.809;913.048;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;417.566;614.790;106.914;61.737;43.344;503.921;884.055;60.482;;1.026.862;2.578.995;;1.600.139;465.843;331.112;571.770;636.992;;126.332;164.374;3.061.704;89.446;163.646;355;
jun-16;Población Total;;16.560.742;;11.285.239;5.275.503;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;1.867.531;2.536.548;384.483;261.987;186.343;2.240.760;3.491.237;316.350;;8.088.466;8.472.276;;2.992.317;2.468.554;2.112.178;2.832.481;1.151.754;;1.094.546;641.636;12.336.029;204.528;635.938;4.401;
jun-16;Población menor de 15 años;;5.003.458;;3.233.917;1.769.541;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;463.541;705.379;95.459;69.828;46.798;666.870;1.090.466;95.574;;2.513.983;2.489.475;;0;0;0;0;0;;317.737;159.379;2.710.018;33.000;139.194;465;
jun-16;Población en Edad de Trabajar (PET);;11.557.285;;8.051.323;3.505.962;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;1.403.990;1.831.169;289.024;192.158;139.545;1.573.891;2.400.771;220.776;;5.574.483;5.982.802;;2.992.317;2.468.554;2.112.178;2.832.481;1.151.754;;776.808;482.257;9.626.011;171.528;496.744;3.936;
jun-16;Población Económicamente Activa;;7.831.981;;5.239.706;2.592.275;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;930.094;1.222.454;187.368;124.781;95.016;1.062.940;1.462.999;154.054;;4.515.656;3.316.325;;1.335.283;1.997.211;1.774.801;2.250.368;474.319;;659.870;322.082;6.414.679;105.272;326.305;3.774;
jun-16;Empleo;;7.415.099;;4.889.895;2.525.203;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;864.410;1.157.460;181.139;119.093;90.026;980.624;1.355.623;141.521;;4.333.530;3.081.569;;1.189.462;1.866.195;1.708.830;2.181.975;468.637;;645.874;292.754;6.068.895;94.910;308.893;3.774;
jun-16;Empleo Adecuado/Pleno;;3.214.776;;2.621.987;592.789;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;595.166;659.750;115.802;66.096;51.048;460.191;600.350;73.585;;2.166.160;1.048.616;;316.362;966.772;865.469;974.594;91.578;;120.952;121.531;2.838.489;39.319;92.561;1.923;
jun-16;Subempleo;;1.277.717;;801.621;476.096;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;70.522;189.850;15.378;17.978;13.574;176.615;296.799;20.905;;757.352;520.365;;251.773;339.842;304.230;346.157;35.715;;74.351;67.342;1.052.362;14.714;68.947;0;
jun-16;Subempleo por insuficiencia de tiempo de trabajo;;1.060.671;;678.760;381.911;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;60.803;175.699;12.421;14.234;9.471;141.951;245.853;18.328;;587.130;473.541;;214.901;270.312;245.148;299.386;30.924;;54.167;57.718;878.721;11.773;58.293;0;
jun-16;Subempleo por insuficiencia de ingresos;;217.045;;122.861;94.185;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;9.719;14.150;2.957;3.745;4.103;34.664;50.946;2.576;;170.222;46.823;;36.871;69.530;59.082;46.771;4.791;;20.184;9.624;173.642;2.942;10.654;0;
jun-16;Empleo no remunerado;;759.390;;251.728;507.662;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;33.593;50.385;12.088;7.164;7.332;75.043;52.789;13.334;;228.364;531.026;;293.858;134.402;118.551;159.658;52.922;;210.321;14.028;499.405;8.076;27.535;26;
jun-16;Otro Empleo no pleno;;2.138.678;;1.195.585;943.092;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;157.609;250.976;37.871;27.854;17.628;267.292;402.735;33.619;;1.165.017;973.661;;324.710;422.025;413.947;690.503;287.493;;240.126;86.756;1.659.211;30.908;119.850;1.826;
jun-16;Empleo no clasificado;;24.539;;18.975;5.564;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;7.520;6.500;0;0;443;1.482;2.951;78;;16.637;7.902;;2.760;3.154;6.633;11.063;929;;123;3.096;19.427;1.892;0;0;
jun-16;Desempleo;;416.883;;349.811;67.072;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;65.685;64.994;6.229;5.688;4.990;82.316;107.377;12.533;;182.126;234.756;;145.821;131.016;65.971;68.393;5.682;;13.996;29.329;345.784;10.362;17.412;0;
jun-16;Desempleo Abierto;;364.300;;310.947;53.353;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;60.969;55.682;5.791;4.661;4.681;75.057;93.698;10.408;;164.873;199.427;;129.559;117.503;57.450;54.458;5.330;;12.085;24.260;306.327;8.457;13.171;0;
jun-16;Desempleo Oculto;;52.582;;38.864;13.718;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;4.716;9.312;437;1.027;309;7.259;13.679;2.125;;17.253;35.330;;16.262;13.513;8.521;13.935;352;;1.911;5.069;39.457;1.904;4.241;0;
jun-16;Desempleo Cesante;;351.373;;295.933;55.440;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;57.655;58.191;4.760;4.745;4.231;64.974;91.284;10.092;;164.426;186.947;;103.812;115.789;60.360;66.001;5.411;;12.393;25.300;290.794;8.006;14.879;0;
jun-16;Desempleo Nuevo;;65.510;;53.878;11.632;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;8.029;6.803;1.468;943;759;17.342;16.093;2.441;;17.701;47.809;;42.009;15.227;5.611;2.392;271;;1.603;4.029;54.990;2.355;2.533;0;
jun-16;Población Económicamente Inactiva;;3.725.303;;2.811.617;913.687;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;473.896;608.715;101.656;67.377;44.528;510.951;937.771;66.722;;1.058.827;2.666.476;;1.657.033;471.344;337.377;582.113;677.436;;116.939;160.174;3.211.332;66.257;170.439;163;
